clean_acc,fgsm_Linf_acc0_1,fgsm_Linf_acc0_5,fgsm_Linf_acc1_0,fgsm_Linf_acc2_0,fgsm_Linf_acc3_0,fgsm_Linf_acc4_0,fgsm_Linf_acc5_0,fgsm_Linf_acc6_0,fgsm_Linf_acc7_0,fgsm_Linf_acc8_0,fgsm_Linf_acc255_0,pgd_Linf_acc0_1,pgd_Linf_acc0_5,pgd_Linf_acc1_0,pgd_Linf_acc2_0,pgd_Linf_acc3_0,pgd_Linf_acc4_0,pgd_Linf_acc8_0,aa_apgd_ce_Linf_acc0_1,aa_apgd_ce_Linf_acc0_5,aa_apgd_ce_Linf_acc1_0,aa_apgd_ce_Linf_acc2_0,aa_apgd_ce_Linf_acc3_0,aa_apgd_ce_Linf_acc4_0,aa_apgd_ce_Linf_acc8_0,aa_square_Linf_acc0_1,aa_square_Linf_acc0_5,aa_square_Linf_acc1_0,aa_square_Linf_acc2_0,aa_square_Linf_acc3_0,aa_square_Linf_acc4_0,aa_square_Linf_acc8_0
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.71,0.576,0.302,0.2,0.136,0.116,0.103,0.095,0.086,0.078,0.073,0.006,0.579,0.203,0.05,0.005,0.001,0.0,0.0,0.557,0.121,0.013,0.0,0.0,0.0,0.0,0.665,0.432,0.23,0.071,0.025,0.012,0.002
0.687,0.586,0.328,0.215,0.157,0.134,0.123,0.113,0.105,0.097,0.091,0.01,0.59,0.243,0.071,0.007,0.002,0.0,0.0,0.571,0.158,0.022,0.001,0.0,0.0,0.0,0.663,0.463,0.264,0.087,0.035,0.015,0.003
0.622,0.532,0.284,0.159,0.084,0.064,0.052,0.045,0.039,0.037,0.038,0.011,0.536,0.242,0.067,0.005,0.001,0.0,0.0,0.523,0.171,0.023,0.001,0.0,0.0,0.0,0.599,0.423,0.261,0.091,0.034,0.016,0.003
0.674,0.544,0.26,0.142,0.084,0.071,0.062,0.052,0.048,0.045,0.043,0.009,0.551,0.192,0.037,0.002,0.0,0.0,0.0,0.53,0.112,0.011,0.0,0.0,0.0,0.0,0.639,0.417,0.221,0.062,0.021,0.009,0.002
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.699,0.569,0.279,0.167,0.111,0.097,0.089,0.083,0.079,0.074,0.07,0.01,0.573,0.2,0.041,0.003,0.001,0.0,0.0,0.554,0.12,0.01,0.0,0.0,0.0,0.0,0.658,0.434,0.229,0.062,0.02,0.009,0.002
0.636,0.552,0.293,0.163,0.082,0.06,0.053,0.049,0.047,0.046,0.044,0.008,0.559,0.267,0.085,0.01,0.001,0.0,0.0,0.546,0.202,0.038,0.001,0.0,0.0,0.0,0.617,0.467,0.298,0.118,0.046,0.023,0.004
0.403,0.386,0.322,0.256,0.154,0.097,0.063,0.042,0.03,0.02,0.016,0.012,0.388,0.33,0.264,0.154,0.085,0.045,0.005,0.386,0.32,0.245,0.123,0.056,0.025,0.002,0.395,0.344,0.283,0.181,0.11,0.065,0.011
0.614,0.546,0.336,0.194,0.094,0.065,0.054,0.047,0.043,0.04,0.039,0.01,0.551,0.325,0.137,0.02,0.003,0.001,0.0,0.543,0.274,0.078,0.005,0.001,0.0,0.0,0.596,0.46,0.313,0.126,0.056,0.023,0.004
0.106,0.103,0.095,0.087,0.072,0.059,0.049,0.04,0.033,0.027,0.021,0.005,0.104,0.096,0.089,0.075,0.062,0.052,0.023,0.104,0.096,0.087,0.071,0.056,0.046,0.016,0.103,0.095,0.085,0.069,0.056,0.045,0.019
0.7,0.593,0.316,0.201,0.139,0.114,0.1,0.09,0.087,0.081,0.073,0.009,0.599,0.242,0.063,0.004,0.001,0.0,0.0,0.576,0.154,0.017,0.001,0.0,0.0,0.0,0.668,0.455,0.26,0.084,0.03,0.013,0.003
0.696,0.587,0.331,0.222,0.156,0.132,0.118,0.107,0.098,0.094,0.088,0.01,0.591,0.247,0.07,0.007,0.002,0.0,0.0,0.571,0.162,0.023,0.001,0.0,0.0,0.0,0.668,0.463,0.27,0.093,0.037,0.016,0.003
0.571,0.484,0.234,0.108,0.042,0.028,0.025,0.023,0.022,0.022,0.021,0.01,0.492,0.217,0.056,0.004,0.0,0.0,0.0,0.481,0.161,0.021,0.0,0.0,0.0,0.0,0.551,0.404,0.254,0.097,0.04,0.019,0.004
0.655,0.547,0.266,0.137,0.078,0.062,0.055,0.051,0.047,0.045,0.043,0.009,0.554,0.221,0.054,0.004,0.0,0.0,0.0,0.538,0.147,0.018,0.0,0.0,0.0,0.0,0.629,0.441,0.256,0.08,0.026,0.012,0.002
0.497,0.452,0.298,0.174,0.079,0.053,0.042,0.039,0.037,0.034,0.033,0.01,0.455,0.299,0.147,0.028,0.006,0.002,0.0,0.451,0.264,0.098,0.01,0.002,0.0,0.0,0.486,0.407,0.307,0.158,0.077,0.041,0.006
0.643,0.552,0.288,0.143,0.064,0.044,0.035,0.03,0.027,0.026,0.024,0.009,0.558,0.263,0.073,0.005,0.0,0.0,0.0,0.547,0.195,0.029,0.0,0.0,0.0,0.0,0.62,0.454,0.279,0.094,0.034,0.015,0.003
0.658,0.544,0.258,0.131,0.069,0.058,0.051,0.048,0.044,0.043,0.041,0.009,0.551,0.211,0.046,0.004,0.001,0.0,0.0,0.535,0.138,0.016,0.001,0.0,0.0,0.0,0.629,0.425,0.24,0.075,0.028,0.013,0.002
0.648,0.534,0.247,0.127,0.071,0.06,0.055,0.05,0.046,0.044,0.043,0.009,0.54,0.205,0.046,0.003,0.001,0.0,0.0,0.525,0.136,0.016,0.001,0.0,0.0,0.0,0.617,0.416,0.233,0.07,0.025,0.012,0.002
0.672,0.569,0.29,0.169,0.105,0.088,0.076,0.067,0.062,0.057,0.054,0.01,0.575,0.229,0.06,0.004,0.0,0.0,0.0,0.558,0.152,0.017,0.0,0.0,0.0,0.0,0.64,0.452,0.254,0.082,0.028,0.013,0.002
0.614,0.551,0.348,0.203,0.092,0.06,0.048,0.042,0.04,0.036,0.037,0.01,0.557,0.344,0.158,0.026,0.005,0.002,0.0,0.549,0.297,0.095,0.01,0.001,0.0,0.0,0.601,0.496,0.369,0.179,0.088,0.045,0.009
0.675,0.576,0.347,0.245,0.181,0.154,0.139,0.128,0.116,0.106,0.095,0.011,0.578,0.278,0.097,0.015,0.003,0.001,0.0,0.566,0.201,0.04,0.002,0.0,0.0,0.0,0.652,0.476,0.3,0.114,0.051,0.025,0.005
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.658,0.556,0.281,0.162,0.099,0.079,0.068,0.06,0.052,0.05,0.048,0.01,0.563,0.23,0.058,0.004,0.0,0.0,0.0,0.547,0.155,0.019,0.0,0.0,0.0,0.0,0.631,0.44,0.261,0.085,0.031,0.013,0.002
0.44,0.378,0.192,0.096,0.037,0.024,0.019,0.017,0.017,0.015,0.015,0.01,0.383,0.184,0.06,0.005,0.001,0.0,0.0,0.375,0.144,0.027,0.001,0.0,0.0,0.0,0.425,0.31,0.204,0.095,0.052,0.027,0.006
0.679,0.557,0.271,0.161,0.104,0.083,0.073,0.064,0.06,0.058,0.055,0.009,0.562,0.198,0.044,0.002,0.0,0.0,0.0,0.544,0.123,0.013,0.0,0.0,0.0,0.0,0.646,0.425,0.224,0.066,0.024,0.009,0.002
0.435,0.398,0.273,0.164,0.067,0.039,0.026,0.021,0.018,0.014,0.012,0.008,0.402,0.277,0.151,0.036,0.008,0.002,0.0,0.397,0.255,0.112,0.014,0.002,0.0,0.0,0.424,0.348,0.26,0.147,0.087,0.052,0.013
0.58,0.483,0.224,0.1,0.04,0.031,0.028,0.028,0.026,0.024,0.023,0.01,0.491,0.205,0.046,0.002,0.0,0.0,0.0,0.478,0.145,0.015,0.0,0.0,0.0,0.0,0.558,0.403,0.247,0.092,0.039,0.021,0.004
0.71,0.585,0.294,0.182,0.122,0.106,0.097,0.089,0.084,0.078,0.078,0.009,0.59,0.208,0.044,0.004,0.0,0.0,0.0,0.568,0.124,0.01,0.0,0.0,0.0,0.0,0.672,0.446,0.238,0.064,0.024,0.011,0.003
0.669,0.57,0.315,0.182,0.1,0.073,0.063,0.056,0.053,0.05,0.048,0.009,0.577,0.265,0.078,0.006,0.001,0.0,0.0,0.561,0.187,0.03,0.002,0.0,0.0,0.0,0.641,0.462,0.284,0.095,0.034,0.013,0.001
0.7,0.583,0.311,0.206,0.147,0.131,0.117,0.107,0.1,0.092,0.087,0.01,0.588,0.223,0.054,0.006,0.001,0.0,0.0,0.569,0.129,0.014,0.001,0.0,0.0,0.0,0.665,0.446,0.245,0.075,0.03,0.015,0.003
0.569,0.508,0.311,0.184,0.098,0.071,0.059,0.049,0.044,0.042,0.037,0.011,0.514,0.303,0.133,0.023,0.005,0.001,0.0,0.507,0.257,0.078,0.007,0.0,0.0,0.0,0.545,0.397,0.241,0.088,0.033,0.016,0.003
0.665,0.562,0.287,0.16,0.096,0.08,0.073,0.069,0.066,0.062,0.06,0.011,0.569,0.238,0.061,0.006,0.001,0.0,0.0,0.553,0.166,0.023,0.001,0.0,0.0,0.0,0.636,0.449,0.261,0.081,0.029,0.013,0.002
0.655,0.58,0.342,0.194,0.094,0.069,0.062,0.059,0.056,0.054,0.052,0.01,0.586,0.328,0.128,0.02,0.004,0.001,0.0,0.576,0.267,0.067,0.005,0.001,0.0,0.0,0.636,0.499,0.337,0.138,0.062,0.03,0.004
0.653,0.535,0.252,0.132,0.077,0.067,0.063,0.06,0.057,0.056,0.054,0.009,0.541,0.197,0.042,0.002,0.0,0.0,0.0,0.524,0.123,0.012,0.0,0.0,0.0,0.0,0.624,0.422,0.234,0.071,0.03,0.012,0.002
0.705,0.578,0.283,0.165,0.105,0.088,0.078,0.072,0.07,0.067,0.064,0.01,0.584,0.191,0.036,0.002,0.001,0.001,0.0,0.563,0.112,0.008,0.0,0.0,0.0,0.0,0.664,0.43,0.222,0.058,0.02,0.009,0.002
0.63,0.527,0.265,0.146,0.077,0.058,0.049,0.043,0.041,0.039,0.038,0.009,0.534,0.217,0.052,0.003,0.0,0.0,0.0,0.519,0.142,0.017,0.0,0.0,0.0,0.0,0.599,0.411,0.239,0.076,0.029,0.013,0.003
0.645,0.557,0.322,0.202,0.115,0.085,0.069,0.059,0.054,0.049,0.046,0.009,0.561,0.268,0.085,0.008,0.001,0.0,0.0,0.548,0.186,0.028,0.0,0.0,0.0,0.0,0.623,0.46,0.287,0.106,0.043,0.019,0.003
0.658,0.553,0.308,0.183,0.107,0.084,0.071,0.062,0.057,0.051,0.048,0.01,0.559,0.254,0.07,0.006,0.001,0.0,0.0,0.544,0.177,0.025,0.001,0.0,0.0,0.0,0.629,0.445,0.265,0.085,0.031,0.013,0.002
0.71,0.59,0.316,0.212,0.154,0.125,0.109,0.101,0.09,0.083,0.076,0.008,0.593,0.219,0.056,0.004,0.001,0.0,0.0,0.573,0.132,0.014,0.001,0.0,0.0,0.0,0.669,0.444,0.243,0.076,0.026,0.011,0.002
0.694,0.579,0.319,0.217,0.156,0.133,0.119,0.109,0.102,0.097,0.091,0.01,0.584,0.236,0.068,0.01,0.002,0.001,0.0,0.566,0.155,0.022,0.001,0.0,0.0,0.0,0.664,0.46,0.261,0.091,0.039,0.018,0.003
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.682,0.565,0.291,0.181,0.123,0.105,0.092,0.086,0.08,0.077,0.073,0.01,0.569,0.216,0.054,0.006,0.001,0.0,0.0,0.55,0.134,0.018,0.0,0.0,0.0,0.0,0.647,0.438,0.243,0.075,0.029,0.013,0.002
0.681,0.563,0.286,0.171,0.118,0.1,0.087,0.078,0.074,0.069,0.068,0.009,0.568,0.217,0.049,0.004,0.001,0.0,0.0,0.551,0.135,0.015,0.001,0.0,0.0,0.0,0.646,0.43,0.242,0.071,0.027,0.012,0.002
0.689,0.577,0.296,0.168,0.103,0.083,0.076,0.071,0.066,0.063,0.058,0.01,0.584,0.231,0.057,0.005,0.0,0.0,0.0,0.566,0.15,0.019,0.0,0.0,0.0,0.0,0.657,0.458,0.253,0.076,0.025,0.012,0.002
0.386,0.371,0.305,0.238,0.144,0.093,0.064,0.046,0.036,0.028,0.023,0.009,0.372,0.313,0.248,0.14,0.079,0.045,0.005,0.371,0.302,0.226,0.112,0.053,0.025,0.002,0.377,0.326,0.258,0.153,0.09,0.053,0.008
0.659,0.563,0.304,0.176,0.097,0.073,0.061,0.054,0.05,0.047,0.044,0.01,0.567,0.254,0.073,0.005,0.0,0.0,0.0,0.553,0.175,0.024,0.0,0.0,0.0,0.0,0.634,0.451,0.275,0.097,0.038,0.017,0.002
0.698,0.583,0.308,0.193,0.13,0.112,0.104,0.09,0.082,0.076,0.072,0.01,0.59,0.238,0.063,0.005,0.001,0.0,0.0,0.57,0.154,0.02,0.001,0.0,0.0,0.0,0.665,0.457,0.262,0.083,0.032,0.016,0.002
0.674,0.572,0.309,0.183,0.115,0.097,0.087,0.078,0.07,0.066,0.061,0.01,0.578,0.253,0.069,0.008,0.002,0.0,0.0,0.562,0.17,0.026,0.001,0.0,0.0,0.0,0.648,0.465,0.281,0.087,0.032,0.016,0.003
0.683,0.563,0.289,0.183,0.127,0.106,0.095,0.089,0.084,0.081,0.075,0.01,0.568,0.201,0.041,0.004,0.001,0.0,0.0,0.545,0.112,0.009,0.0,0.0,0.0,0.0,0.646,0.421,0.229,0.065,0.023,0.009,0.002
0.689,0.578,0.308,0.192,0.129,0.108,0.097,0.086,0.078,0.073,0.071,0.01,0.582,0.229,0.06,0.006,0.001,0.0,0.0,0.564,0.151,0.018,0.001,0.0,0.0,0.0,0.655,0.453,0.248,0.078,0.029,0.014,0.003
0.688,0.578,0.303,0.186,0.119,0.099,0.084,0.079,0.072,0.066,0.064,0.009,0.583,0.23,0.058,0.005,0.001,0.001,0.0,0.565,0.149,0.02,0.001,0.0,0.0,0.0,0.661,0.455,0.254,0.078,0.03,0.015,0.003
0.706,0.584,0.29,0.185,0.128,0.111,0.1,0.09,0.081,0.076,0.071,0.008,0.588,0.203,0.047,0.004,0.001,0.0,0.0,0.568,0.12,0.013,0.0,0.0,0.0,0.0,0.67,0.44,0.228,0.071,0.025,0.012,0.003
0.676,0.556,0.276,0.166,0.111,0.095,0.083,0.076,0.071,0.068,0.066,0.009,0.563,0.2,0.046,0.003,0.0,0.0,0.0,0.54,0.122,0.014,0.0,0.0,0.0,0.0,0.646,0.426,0.233,0.073,0.027,0.012,0.003
0.452,0.431,0.351,0.269,0.166,0.113,0.078,0.059,0.045,0.038,0.031,0.008,0.432,0.36,0.275,0.154,0.084,0.046,0.003,0.431,0.347,0.25,0.114,0.049,0.02,0.001,0.442,0.379,0.299,0.182,0.11,0.064,0.008
0.678,0.558,0.267,0.149,0.092,0.075,0.069,0.062,0.059,0.057,0.057,0.01,0.565,0.199,0.044,0.003,0.0,0.0,0.0,0.545,0.128,0.014,0.0,0.0,0.0,0.0,0.646,0.425,0.226,0.062,0.022,0.011,0.002
0.578,0.516,0.303,0.147,0.048,0.023,0.014,0.01,0.007,0.006,0.007,0.009,0.522,0.303,0.115,0.012,0.001,0.0,0.0,0.513,0.254,0.059,0.002,0.0,0.0,0.0,0.567,0.452,0.315,0.13,0.055,0.025,0.004
0.694,0.57,0.281,0.168,0.112,0.093,0.083,0.077,0.071,0.067,0.065,0.008,0.576,0.203,0.039,0.002,0.0,0.0,0.0,0.557,0.117,0.01,0.0,0.0,0.0,0.0,0.658,0.429,0.229,0.058,0.019,0.008,0.002
0.703,0.592,0.344,0.243,0.187,0.164,0.149,0.137,0.125,0.117,0.109,0.009,0.597,0.259,0.085,0.019,0.007,0.003,0.0,0.578,0.168,0.029,0.003,0.0,0.0,0.0,0.676,0.469,0.278,0.105,0.047,0.025,0.005
0.68,0.56,0.279,0.165,0.104,0.085,0.075,0.071,0.067,0.064,0.062,0.01,0.565,0.202,0.045,0.003,0.0,0.0,0.0,0.546,0.126,0.014,0.0,0.0,0.0,0.0,0.647,0.432,0.232,0.07,0.025,0.012,0.003
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.587,0.527,0.34,0.206,0.104,0.066,0.054,0.047,0.041,0.038,0.035,0.01,0.532,0.333,0.163,0.028,0.005,0.001,0.0,0.525,0.288,0.1,0.008,0.001,0.0,0.0,0.571,0.463,0.332,0.155,0.068,0.03,0.004
0.58,0.511,0.298,0.147,0.049,0.026,0.02,0.016,0.013,0.012,0.011,0.007,0.517,0.292,0.112,0.011,0.001,0.0,0.0,0.509,0.246,0.057,0.002,0.0,0.0,0.0,0.565,0.445,0.309,0.13,0.055,0.023,0.003
0.677,0.549,0.267,0.161,0.101,0.087,0.078,0.073,0.069,0.064,0.061,0.01,0.555,0.187,0.039,0.002,0.0,0.0,0.0,0.533,0.113,0.011,0.0,0.0,0.0,0.0,0.646,0.418,0.227,0.071,0.027,0.013,0.003
0.661,0.551,0.299,0.187,0.122,0.1,0.088,0.085,0.078,0.073,0.068,0.01,0.557,0.231,0.065,0.007,0.001,0.0,0.0,0.541,0.155,0.024,0.001,0.0,0.0,0.0,0.625,0.43,0.248,0.079,0.031,0.016,0.002
0.673,0.549,0.251,0.137,0.08,0.064,0.057,0.05,0.047,0.047,0.045,0.01,0.554,0.183,0.037,0.002,0.001,0.0,0.0,0.534,0.111,0.011,0.0,0.0,0.0,0.0,0.639,0.418,0.215,0.064,0.024,0.01,0.002
0.724,0.618,0.339,0.227,0.163,0.14,0.126,0.115,0.102,0.091,0.086,0.01,0.624,0.248,0.068,0.01,0.002,0.001,0.0,0.602,0.152,0.02,0.001,0.0,0.0,0.0,0.692,0.477,0.267,0.086,0.033,0.016,0.003
0.672,0.568,0.29,0.159,0.092,0.074,0.064,0.059,0.058,0.056,0.055,0.009,0.573,0.234,0.061,0.004,0.0,0.0,0.0,0.557,0.157,0.022,0.0,0.0,0.0,0.0,0.643,0.449,0.258,0.082,0.027,0.012,0.002
0.446,0.396,0.245,0.136,0.055,0.034,0.026,0.022,0.02,0.019,0.017,0.01,0.401,0.247,0.117,0.018,0.002,0.0,0.0,0.396,0.217,0.073,0.004,0.0,0.0,0.0,0.434,0.354,0.258,0.129,0.067,0.037,0.005
0.707,0.595,0.329,0.216,0.152,0.132,0.118,0.107,0.103,0.097,0.093,0.009,0.6,0.241,0.062,0.007,0.002,0.0,0.0,0.582,0.15,0.019,0.001,0.0,0.0,0.0,0.678,0.473,0.277,0.097,0.039,0.018,0.004
0.621,0.512,0.221,0.096,0.045,0.032,0.026,0.023,0.022,0.021,0.022,0.011,0.52,0.184,0.037,0.002,0.0,0.0,0.0,0.504,0.117,0.012,0.0,0.0,0.0,0.0,0.595,0.408,0.237,0.08,0.033,0.016,0.004
0.616,0.555,0.353,0.206,0.096,0.06,0.046,0.039,0.035,0.033,0.032,0.009,0.56,0.345,0.164,0.029,0.005,0.001,0.0,0.553,0.299,0.1,0.01,0.001,0.0,0.0,0.599,0.467,0.322,0.133,0.054,0.028,0.005
0.684,0.576,0.311,0.191,0.132,0.112,0.098,0.091,0.087,0.08,0.077,0.009,0.581,0.234,0.062,0.005,0.001,0.0,0.0,0.564,0.15,0.019,0.001,0.0,0.0,0.0,0.657,0.458,0.265,0.088,0.033,0.017,0.003
0.673,0.546,0.27,0.163,0.111,0.092,0.08,0.075,0.069,0.066,0.062,0.009,0.551,0.186,0.04,0.003,0.0,0.0,0.0,0.532,0.114,0.012,0.0,0.0,0.0,0.0,0.642,0.42,0.224,0.07,0.027,0.013,0.002
0.698,0.58,0.317,0.206,0.15,0.13,0.116,0.107,0.098,0.092,0.086,0.01,0.586,0.237,0.066,0.009,0.002,0.001,0.0,0.568,0.15,0.02,0.002,0.0,0.0,0.0,0.665,0.456,0.259,0.085,0.032,0.016,0.002
0.699,0.587,0.3,0.181,0.124,0.107,0.097,0.092,0.088,0.083,0.081,0.01,0.592,0.222,0.055,0.004,0.0,0.0,0.0,0.573,0.138,0.015,0.0,0.0,0.0,0.0,0.661,0.449,0.252,0.075,0.026,0.012,0.002
0.668,0.549,0.27,0.145,0.085,0.072,0.066,0.06,0.055,0.051,0.049,0.01,0.555,0.219,0.055,0.004,0.0,0.0,0.0,0.539,0.141,0.019,0.0,0.0,0.0,0.0,0.636,0.435,0.248,0.081,0.032,0.012,0.003
0.581,0.513,0.296,0.154,0.054,0.031,0.021,0.018,0.015,0.013,0.013,0.008,0.518,0.288,0.108,0.01,0.001,0.0,0.0,0.511,0.238,0.054,0.003,0.0,0.0,0.0,0.568,0.449,0.304,0.128,0.052,0.026,0.003
0.706,0.582,0.295,0.197,0.135,0.116,0.104,0.092,0.085,0.08,0.072,0.01,0.586,0.203,0.049,0.005,0.001,0.001,0.0,0.566,0.12,0.014,0.001,0.0,0.0,0.0,0.667,0.436,0.23,0.068,0.027,0.015,0.003
0.718,0.608,0.351,0.233,0.157,0.132,0.113,0.099,0.085,0.075,0.065,0.009,0.613,0.281,0.081,0.009,0.002,0.0,0.0,0.597,0.191,0.03,0.001,0.0,0.0,0.0,0.685,0.488,0.306,0.103,0.04,0.017,0.003
0.359,0.34,0.267,0.193,0.106,0.068,0.047,0.034,0.028,0.022,0.018,0.011,0.343,0.273,0.195,0.091,0.042,0.019,0.001,0.34,0.261,0.169,0.064,0.022,0.006,0.0,0.352,0.294,0.226,0.13,0.078,0.042,0.004
0.695,0.575,0.299,0.191,0.136,0.113,0.103,0.093,0.085,0.081,0.075,0.008,0.579,0.209,0.048,0.003,0.0,0.0,0.0,0.559,0.127,0.013,0.0,0.0,0.0,0.0,0.661,0.44,0.236,0.072,0.026,0.013,0.003
0.641,0.559,0.307,0.157,0.071,0.046,0.035,0.033,0.029,0.025,0.025,0.009,0.565,0.286,0.096,0.01,0.001,0.0,0.0,0.555,0.223,0.046,0.002,0.0,0.0,0.0,0.617,0.464,0.298,0.108,0.042,0.021,0.003
0.596,0.508,0.251,0.125,0.054,0.036,0.03,0.026,0.025,0.024,0.023,0.01,0.515,0.227,0.058,0.002,0.0,0.0,0.0,0.504,0.164,0.018,0.0,0.0,0.0,0.0,0.575,0.426,0.268,0.1,0.036,0.016,0.004
0.695,0.582,0.331,0.231,0.175,0.151,0.138,0.127,0.122,0.116,0.109,0.009,0.585,0.234,0.077,0.015,0.005,0.002,0.0,0.565,0.148,0.023,0.002,0.0,0.0,0.0,0.666,0.459,0.268,0.098,0.041,0.021,0.003
0.401,0.383,0.32,0.248,0.151,0.1,0.068,0.049,0.037,0.03,0.026,0.011,0.385,0.327,0.254,0.142,0.078,0.043,0.005,0.383,0.316,0.234,0.11,0.05,0.023,0.002,0.392,0.344,0.278,0.166,0.104,0.06,0.012
0.692,0.566,0.293,0.186,0.124,0.103,0.088,0.079,0.072,0.067,0.063,0.01,0.571,0.208,0.048,0.003,0.0,0.0,0.0,0.55,0.128,0.012,0.0,0.0,0.0,0.0,0.658,0.433,0.243,0.076,0.028,0.011,0.003
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.405,0.372,0.266,0.171,0.083,0.053,0.036,0.03,0.025,0.023,0.021,0.01,0.375,0.271,0.164,0.051,0.014,0.004,0.0,0.372,0.252,0.128,0.023,0.004,0.001,0.0,0.395,0.33,0.256,0.149,0.098,0.062,0.013
0.673,0.549,0.251,0.137,0.08,0.064,0.057,0.05,0.047,0.047,0.045,0.01,0.554,0.183,0.037,0.002,0.001,0.0,0.0,0.534,0.111,0.011,0.0,0.0,0.0,0.0,0.639,0.418,0.215,0.064,0.024,0.01,0.002
0.678,0.561,0.279,0.162,0.1,0.085,0.077,0.071,0.064,0.059,0.055,0.011,0.567,0.217,0.05,0.005,0.001,0.0,0.0,0.55,0.135,0.015,0.0,0.0,0.0,0.0,0.645,0.439,0.252,0.076,0.028,0.012,0.003
0.688,0.59,0.326,0.195,0.118,0.096,0.085,0.08,0.077,0.075,0.072,0.01,0.597,0.272,0.079,0.007,0.002,0.001,0.0,0.581,0.19,0.029,0.001,0.0,0.0,0.0,0.664,0.481,0.292,0.096,0.034,0.014,0.002
0.693,0.569,0.276,0.162,0.099,0.08,0.071,0.066,0.062,0.058,0.057,0.01,0.573,0.185,0.034,0.003,0.001,0.0,0.0,0.547,0.109,0.009,0.0,0.0,0.0,0.0,0.653,0.422,0.215,0.057,0.021,0.009,0.002
0.713,0.596,0.329,0.224,0.159,0.136,0.121,0.114,0.102,0.095,0.088,0.012,0.601,0.236,0.064,0.007,0.002,0.0,0.0,0.579,0.146,0.016,0.001,0.0,0.0,0.0,0.678,0.464,0.269,0.089,0.033,0.018,0.004
0.654,0.532,0.245,0.132,0.082,0.068,0.061,0.057,0.053,0.049,0.046,0.011,0.54,0.185,0.038,0.003,0.001,0.0,0.0,0.517,0.11,0.011,0.0,0.0,0.0,0.0,0.623,0.41,0.226,0.07,0.027,0.013,0.003
0.639,0.535,0.256,0.129,0.065,0.054,0.048,0.045,0.042,0.04,0.04,0.01,0.543,0.217,0.054,0.004,0.0,0.0,0.0,0.528,0.149,0.02,0.0,0.0,0.0,0.0,0.612,0.435,0.26,0.089,0.034,0.015,0.004
0.585,0.524,0.322,0.179,0.074,0.042,0.03,0.023,0.019,0.017,0.015,0.009,0.53,0.318,0.139,0.019,0.003,0.001,0.0,0.522,0.271,0.079,0.005,0.0,0.0,0.0,0.573,0.466,0.334,0.155,0.072,0.036,0.006
0.456,0.435,0.359,0.273,0.168,0.106,0.066,0.044,0.03,0.025,0.02,0.011,0.437,0.367,0.282,0.161,0.086,0.044,0.004,0.436,0.355,0.258,0.124,0.054,0.021,0.001,0.447,0.391,0.316,0.2,0.123,0.072,0.014
0.688,0.586,0.327,0.207,0.143,0.115,0.104,0.093,0.088,0.083,0.08,0.01,0.59,0.26,0.075,0.009,0.001,0.001,0.0,0.576,0.173,0.027,0.001,0.0,0.0,0.0,0.658,0.451,0.254,0.078,0.033,0.015,0.003
0.673,0.552,0.27,0.162,0.107,0.086,0.075,0.069,0.066,0.064,0.062,0.009,0.556,0.199,0.046,0.003,0.0,0.0,0.0,0.539,0.124,0.013,0.0,0.0,0.0,0.0,0.644,0.431,0.232,0.073,0.026,0.013,0.003
0.671,0.549,0.254,0.138,0.092,0.077,0.07,0.064,0.06,0.057,0.055,0.01,0.556,0.184,0.034,0.003,0.001,0.0,0.0,0.534,0.11,0.01,0.0,0.0,0.0,0.0,0.636,0.418,0.219,0.06,0.023,0.009,0.002
0.676,0.562,0.282,0.168,0.11,0.09,0.081,0.075,0.072,0.069,0.067,0.009,0.568,0.216,0.054,0.003,0.001,0.0,0.0,0.55,0.137,0.017,0.0,0.0,0.0,0.0,0.65,0.439,0.243,0.08,0.032,0.012,0.003
